File,Last Name,First Name,Street Address 1,Street Address 2,City,State,Zip Code,Phone,Email,License Number,License Status,Company Domain,Company,Certificate Expires,Certificate Registered,Contractor Name,Corporation Name,Entity,Registration Number,Employees,Worker Compensation Status
https://dol.nebraska.gov/conreg/Contractor/Details/3797818,,,PO BOX 388,"STERLING, CO 80751",STERLING,CO,80751,9705223828,,,,,B & J PLUMBING & HEATING,10/15/2019,10/15/2018,B & J PLUMBING & HEATING,,Corporation,37978-18,13,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4149218,,,9627 Redick Ave,"Omaha, NE 68122",Omaha,NE,68122,4026776809,,,,,"B and B Plumbing Services, LLC",6/15/2019,6/15/2018,"B and B Plumbing Services, LLC",B and B Plumbing Services LLC,S-Corporation,41492-18,11,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9250218,,,323 W,32ND ST.,KEARNEY,NE,68845,3082930055,,,,,B K'S HANDY SERVICE,8/15/2019,8/15/2018,B K'S HANDY SERVICE,,LLC,92502-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9081618,,,7489 n 139th st,"omaha, NE 68142",omaha,NE,68142,4025711459,,,,,BACKFLOW SERVICES,9/15/2019,9/15/2018,BACKFLOW SERVICES,,Sole Proprietorship,90816-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2221718,,,6215 GROVER ST.,"OMAHA, NE 68106",OMAHA,NE,68106,4023410450,,,,,BACKLUND PLUMBING & HEATING,11/1/2019,11/1/2018,BACKLUND PLUMBING & HEATING,"ROSELAND, INC.",S-Corporation,22217-18,68,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3678219,,,1600 SE Corporate Woods Drive,"Ankeny, IA 50021",Ankeny,IA,50021,5152624000,,,,,BAKER GROUP,4/15/2020,4/15/2019,BAKER GROUP,"BAKER MECHANICAL, INC.",S-Corporation,36782-19,615,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3471719,,,204 NEMAHA STREET    P.O,BOX 93,FIRTH,NE,68358,4027915570,,,,,BAKER HEATING AND AIR CONDITIONING INC,5/15/2020,5/15/2019,BAKER HEATING AND AIR CONDITIONING INC,BAKER HEATING AND AIR CONDITIONING INC,S-Corporation,34717-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3399119,,,PO BOX 86636,"SIOUX FALLS, SD 57118",SIOUX FALLS,SD,57118,6053361823,,,,,"BALANCING PROFESSIONALS, INC.",2/1/2020,2/1/2019,"BALANCING PROFESSIONALS, INC.","BALANCING PROFESSIONALS, INC.",S-Corporation,33991-19,17,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2803818,,,2815 WEST 24TH ST.,"KEARNEY, NE 68845",,,,,,,,,BAMFORD INC.,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2155018,,,P.O,BOX 641495,OMAHA,NE,68164,4025726968,,,,,BANG PLUMBING,9/1/2019,9/1/2018,BANG PLUMBING,BANG PLUMBING INC.,S-Corporation,21550-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3906118,,,2612 West 3rd,"North Platte, NE 69101",North Platte,NE,69101,3085324938,,,,,Banners Heating And cooling,9/1/2019,9/1/2018,Banners Heating And cooling,Banners heating and Cooling LLC.,LLC,39061-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2703718,,,1409 CHAPUT DRIVE,"BELLEVUE, NE 68005",BELLEVUE,NE,68005,4027141824,,,,,"BARRETT PLUMBING, INC",11/1/2019,11/1/2018,"BARRETT PLUMBING, INC","BARRETT PLUMBING, INC",Corporation,27037-18,7,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4726119,,,18705 Greene Street,"Washington, NE 68068",Washington,NE,68068,4026814242,,,,,"Bassett Plumbing, LLC",3/15/2020,3/15/2019,"Bassett Plumbing, LLC",,LLC,47261-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2854518,,,1978 3RD AVE,"COLUMBUS, NE 68601",COLUMBUS,NE,68601,4025640595,,,,,BEARD-WARREN HEATING & AIR CONDITIONING INC,7/1/2019,7/1/2018,BEARD-WARREN HEATING & AIR CONDITIONING INC,"Beard-Warren Heating & Air Conditioning, Inc.",Corporation,28545-18,16,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2870018,,,2403 CENTENNIAL DRIVE  P O BOX 6,"BEATRICE, NE 68310",BEATRICE,NE,68310,4022235663,,,,,BEATRICE MECHANICAL SERV INC,7/1/2019,7/1/2018,BEATRICE MECHANICAL SERV INC,,Corporation,28700-18,10,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3105218,,,430 S 22ND,"BLAIR, NE 68008",BLAIR,NE,68008,4024265280,,,,,BEEBE REFRIGERATION HEAT & AIR INC,9/1/2019,9/1/2018,BEEBE REFRIGERATION HEAT & AIR INC,BEEBE REFRIGERATION HEAT & AIR INC,Corporation,31052-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3426418,,,779 HWY 281,"RED CLOUD, NE 68970",RED CLOUD,NE,68970,4027463461,,,,,BELL'S DIGGING & PLUMBING,12/15/2019,12/15/2018,BELL'S DIGGING & PLUMBING,,Sole Proprietorship,34264-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2873418,,,729 E PARK ST   PO BOX 636,"HASTINGS, NE 68901",HASTINGS,NE,68901,4024622311,,,,,Beman's Sales & Service,7/1/2019,7/1/2018,Beman's Sales & Service,Beman's Appliance Service Inc.,Corporation,28734-18,9,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4217918,,,9629 Fairbury Lane,"Lincoln, NE 68516",Lincoln,NE,68516,4024890500,,,,,Benak's Heating & Cooling Inc,9/15/2019,9/15/2018,Benak's Heating & Cooling Inc,,S-Corporation,42179-18,7,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2236718,,,5580 W MILL ROAD,"RAYMOND, NE 68428",RAYMOND,NE,68428,4027832046,,,,,"BENES HEATING & AIR CONDITIONING, INC.",11/1/2019,11/1/2018,"BENES HEATING & AIR CONDITIONING, INC.",,S-Corporation,22367-18,17,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2496818,,,14302 C  CIRCLE,"OMAHA, NE 68144",OMAHA,NE,68144,4023333923,,,,,BENJAMIN FRANKLIN PLUMBING,8/1/2019,8/1/2018,BENJAMIN FRANKLIN PLUMBING,"B.F. PLUMBCO, INC.",Corporation,24968-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2750518,,,3330 NORTH 88TH PLAZA,"OMAHA, NE 68134",OMAHA,NE,68134,4025717444,,,,,"BENNETT REFRIGERATION, INC",9/1/2019,9/1/2018,"BENNETT REFRIGERATION, INC","BENNETT REFRIGERATION, INC.",Corporation,27505-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4197118,,,P.O,Box 302,Sidney,NE,69162,3082542378,,,,,"Best Plumbing, Heating & Cooling",8/15/2019,8/15/2018,"Best Plumbing, Heating & Cooling",,LLC,41971-18,16,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4030218,,,5325 S 79th St,"Lincoln, NE 68516",Lincoln,NE,68516,4023049133,,,,,"Bethany Repair Plumbing and Rooter,LLC",12/1/2019,12/1/2018,"Bethany Repair Plumbing and Rooter,LLC",,LLC,40302-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9517018,,,422 North 17th,"Geneva, NE 68361",Geneva,NE,68361,4027599073,,,,,BETKA PLUMBING & HEATING,7/15/2019,7/15/2018,BETKA PLUMBING & HEATING,,Sole Proprietorship,95170-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4326519,,,PO Box 389,"Elkhorn, NE 68022",Elkhorn,NE,68022,4025750102,,,,,Big Birge Plumbing,2/15/2020,2/15/2019,Big Birge Plumbing,Big Birge Company,S-Corporation,43265-19,15,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3885419,,,2344 S,156th Circle,Omaha,NE,68130,4029334211,,,,,Big Red Fire Protection LLC,3/15/2020,3/15/2019,Big Red Fire Protection LLC,,Sole Proprietorship,38854-19,13,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9954619,,,620 south ash,"north platte, NE 69101",north platte,NE,69101,3085207069,,,,,Big Red heating & air,2/1/2020,2/1/2019,Big Red heating & air,,LLC,99546-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2020719,,,3605 NORTH 40TH STREET,"LINCOLN, NE 68504",LINCOLN,NE,68504,4024668118,,,,,"BIGGERSTAFF PLUMBING & HEATING, INC.",3/1/2020,3/1/2019,"BIGGERSTAFF PLUMBING & HEATING, INC.","BIGGERSTAFF PLUMBING & HEATING, INC.",S-Corporation,20207-19,70,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3392619,,,526 GARFIELD,"LINCOLN, NE 68502",LINCOLN,NE,68502,4024771371,,,,,BILL'S HEATING & AIR CONDITIONING,2/1/2020,2/1/2019,BILL'S HEATING & AIR CONDITIONING,BILL'S HEATING & AIR CONDITIONING,Corporation,33926-19,9,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2860818,,,305 Central Ave,"NEBRASKA CITY, NE 68410",NEBRASKA CITY,NE,68410,4028736182,,,,,"Bishop Plumbing & Heating, Inc.",7/1/2019,7/1/2018,"Bishop Plumbing & Heating, Inc.","Bishop Plumbing & Heating, Inc.",Corporation,28608-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4580319,,,525 East 18th Street,"Cedar Falls, IA 50613",Cedar Falls,IA,50613,3192667721,,,,,"Blackhawk Automatic Sprinklers, Inc.",6/1/2020,6/1/2019,"Blackhawk Automatic Sprinklers, Inc.","Blackhawk Automatic Sprinklers, Inc.",S-Corporation,45803-19,55,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3550318,,,5806 North 97th Street,"Omaha, NE 68134",Omaha,NE,68134,4023390877,,,,,Bladt's Heating and AC,9/1/2019,9/1/2018,Bladt's Heating and AC,"Coughlin & Sons Heating, Inc.",S-Corporation,35503-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4118518,,,5606 S 152nd ST,"OMAHA, NE 68137",OMAHA,NE,68137,4022122000,,,,,BLAKE PLUMBING INC.,11/15/2019,11/15/2018,BLAKE PLUMBING INC.,,S-Corporation,41185-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3159518,,,688 CIRCLE DR,"TECUMSEH, NE 68450",TECUMSEH,NE,68450,4023352997,,,,,BLESSING PLUMBING & HEATING,12/1/2019,12/1/2018,BLESSING PLUMBING & HEATING,,Partnership,31595-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2715819,,,P O BOX 1411,"FREMONT, NE 68026",FREMONT,NE,68026,4027219580,,,,,"BLT PLUMBING, HEATING & AC INC",2/1/2020,2/1/2019,"BLT PLUMBING, HEATING & AC INC",,Corporation,27158-19,14,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/7961819,,,615 main st,"Ithaca, NE 68033",Ithaca,NE,68033,4024800149,,,,,Blue Sky Heating & Air Conditioning,3/25/2020,3/25/2019,Blue Sky Heating & Air Conditioning,Blue Sky Heating & Air Conditioning,Sole Proprietorship,79618-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2215319,,,3400 SOUTH 6TH STREET,"LINCOLN, NE 68502",LINCOLN,NE,68502,4024201552,,,,,BOB NOHAVEC PLUMBING,11/1/2019,11/1/2018,BOB NOHAVEC PLUMBING,"BOB NOHAVEC PLUMBING, INC",S-Corporation,22153-19,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2125818,,,20132 HUSKER DR,"GRETNA, NE 68028-3647",GRETNA,NE,68028-3647,4023323053,,,,,"BOGATZ HEATING & AIR CONDITIONING, INC.",9/1/2019,9/1/2018,"BOGATZ HEATING & AIR CONDITIONING, INC.","BOGATZ HEATING & AIR CONDITIONING, INC.",S-Corporation,21258-18,17,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2851118,,,1113 CENTRAL AVENUE,"NEBRASKA CITY, NE 68410",NEBRASKA CITY,NE,68410,4028735632,,,,,BOHL PLUMBING & HEATING INC.,7/1/2019,7/1/2018,BOHL PLUMBING & HEATING INC.,BOHL PLUMBING & HEATING INC.,S-Corporation,28511-18,11,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2942218,,,2920 W,"OLD HWY 30, P.O",GRAND ISLAND,NE,68802-1942,3083822858,,,,,BOLLES HEATING & AIR CONDITIONING,8/1/2019,8/1/2018,BOLLES HEATING & AIR CONDITIONING,,Sole Proprietorship,29422-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4818118,,,412 NORTH 5TH ST,"MISSOURI VALLEY, IA 51555",MISSOURI VALLEY,IA,51555,7126006310,,,,,Boruff Plumbing,7/15/2019,7/15/2018,Boruff Plumbing,,Sole Proprietorship,48181-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9913019,,,1319 Grant st.,"Blair, NE 68008",Blair,NE,68008,4022370007,,,,,BOS Control,3/1/2020,3/1/2019,BOS Control,,Sole Proprietorship,99130-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2938718,,,P.O,BOX 216,BELLWOOD,NE,68624,4025382083,,,,,bossplumbingplus,7/15/2019,7/15/2018,bossplumbingplus,,Sole Proprietorship,29387-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2194418,,,5901 FLETCHER Ave,"LINCOLN, NE 68507",LINCOLN,NE,68507,4024661944,,,,,"BOUWENS PLUMBING COMPANY, INC.",10/15/2019,10/15/2018,"BOUWENS PLUMBING COMPANY, INC.","BOUWENS PLUMBING COMPANY, INC.",Corporation,21944-18,20,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2871518,,,PO Box 241639,"OMAHA, NE 68124",OMAHA,NE,68124,4023431992,,,,,BRADLEY BROS PLUMBING INC,7/1/2019,7/1/2018,BRADLEY BROS PLUMBING INC,,S-Corporation,28715-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5927318,,,4007 20th Ave,"KEARNEY, NE 68845",KEARNEY,NE,68845,3083254562,,,,,Bradley Heating & Air Conditioning L.L.C,6/25/2019,6/25/2018,Bradley Heating & Air Conditioning L.L.C,,LLC,59273-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2071418,,,10811 N,"142, P.O",WAVERLY,NE,68462,4027862845,,,,,BRAINARD'S HEATING & AIR CONDITIONING INC,6/15/2019,6/15/2018,BRAINARD'S HEATING & AIR CONDITIONING INC,BRAINARD'S HEATING & AIR CONDITIONING INC,Corporation,20714-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3689419,,,205 Poplar St,#5,Springfield,NE,68059,4025911838,,,,,BRASCH HEATING & COOLING LLC,5/1/2020,5/1/2019,BRASCH HEATING & COOLING LLC,,LLC,36894-19,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2211018,,,3250 N,"20TH, #2",LINCOLN,NE,68521,4024772097,,,,,"BRIAN HESTER HEATING & A/C, INC.",10/15/2019,10/15/2018,"BRIAN HESTER HEATING & A/C, INC.","BRIAN HESTER HEATING & A/C, INC.",Corporation,22110-18,12,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2531218,,,1518 S,80TH STREET,OMAHA,NE,68124,4023460235,,,,,"BROOKE PETERS MASTER PLUMBER, INC.",12/15/2019,12/15/2018,"BROOKE PETERS MASTER PLUMBER, INC.","BROOKE PETERS MASTER PLUMBER, INC.",Corporation,25312-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3909219,,,PO Box 113,"Wayne, NE 68787",Wayne,NE,68787,4023752002,,,,,"Brown Plumbing, Heating and Air Conditioning LLC",5/1/2020,5/1/2019,"Brown Plumbing, Heating and Air Conditioning LLC",,LLC,39092-19,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4986919,,,23 CENTER AVE,"CURTIS, NE 69025",CURTIS,NE,69025,3083678772,,,,,"BROWN'S, LLC",5/15/2020,5/15/2019,"BROWN'S, LLC","BROWN'S, LLC",LLC,49869-19,10,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3484819,,,4711 WEST PRAIRIE ROAD,"GRAND ISLAND, NE 68803",GRAND ISLAND,NE,68803,3086876163,,,,,"BRUHA PLUMBING & SPRINKLER, INC.",6/1/2020,6/1/2019,"BRUHA PLUMBING & SPRINKLER, INC.","BRUHA PLUMBING & SPRINKLER, INC.",S-Corporation,34848-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9993318,,,325 S Main St,"Wayne, NE 68787",Wayne,NE,68787,4023696323,,,,,Bryan's Plumbing,11/1/2019,11/1/2018,Bryan's Plumbing,,Sole Proprietorship,99933-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2225318,,,5401 CORNHUSKER HWY.,"LINCOLN, NE 68504",LINCOLN,NE,68504,4024671111,,,,,BRYANT AIR CONDITIONING & HEATING,10/15/2019,10/15/2018,BRYANT AIR CONDITIONING & HEATING,BRYANT AIR CONDITIONING & HEATING,Corporation,22253-18,880,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4777119,,,PO Box 55,"Tilden, NE 68781",Tilden,NE,68781,4023689373,,,,,"Bryant Home Comfort, LLC",5/15/2020,5/15/2019,"Bryant Home Comfort, LLC","Bryant Home Comfort, LLC",LLC,47771-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2805218,,,130 NORTH D ST.,"FREMONT, NE 68025",FREMONT,NE,68025,4027212442,,,,,BUCKRIDGE INC.,7/1/2019,7/1/2018,BUCKRIDGE INC.,"BUCKRIDGE, INC.",Corporation,28052-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4351419,,,1730 E Douglas Street,"Wichita, KS 67214",Wichita,KS,67214,3162675814,,,,,Building Controls and Services Inc.,5/15/2020,5/15/2019,Building Controls and Services Inc.,Building Controls and Services Inc.,S-Corporation,43514-19,105,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2552919,,,10113 SOUTH 230TH CIRCLE,"GRETNA, NE 68028",GRETNA,NE,68028,4023060716,,,,,BURGHARDT PLUMBING SERVICES,4/15/2020,4/15/2019,BURGHARDT PLUMBING SERVICES,BURGHARDT PLUMBING SERVICES,S-Corporation,25529-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2388219,,,5010 F ST.,"OMAHA, NE 68117",OMAHA,NE,68117,4023430011,,,,,BURTON PLUMBING SERVICES INC.,1/1/2020,1/1/2019,BURTON PLUMBING SERVICES INC.,BURTON PLUMBING SERVICES INC.,S-Corporation,23882-19,75,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2278718,,,11618 SOUTH 180TH STREET,"GRETNA, NE 68028",GRETNA,NE,68028,4026770570,,,,,"BUTCH THE PLUMBER, INC.",11/15/2019,11/15/2018,"BUTCH THE PLUMBER, INC.","BUTCH THE PLUMBER, INC.",Corporation,22787-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9744118,,,P O Box 894,"North Platte, NE 69103",North Platte,NE,69103,3085320968,,,,,C & D Plumbing and Heating Service,8/1/2019,8/1/2018,C & D Plumbing and Heating Service,,Sole Proprietorship,97441-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5095018,,,5610 Bison Ct,"Lincoln, NE 68516",Lincoln,NE,68516,4022023217,,,,,C&B Heating & Air Conditioning,12/1/2019,12/1/2018,C&B Heating & Air Conditioning,C&B Heating & Air Conditioning,Partnership,50950-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3738318,,,309 S Wyoming Ave,/PO Box 300,Orleans,NE,68966,3089919640,,,,,C.C.R. 24/7 L.L.C.,8/1/2019,8/1/2018,C.C.R. 24/7 L.L.C.,,LLC,37383-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9884518,,,P.O,Box 338,Mullen,NE,69152,3086276564,,,,,Call's Heating & Air Conditioning,11/1/2019,11/1/2018,Call's Heating & Air Conditioning,,Sole Proprietorship,98845-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2618218,,,PO BOX 521,"Gretna, NE 68028",,,,,,,,,CANIGLIA HEATING & COOLING,6/1/2019,6/1/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2022219,,,3040 SOUTH STREET,"LINCOLN, NE 68502",LINCOLN,NE,68502,4024836080,,,,,CAPITOL HEATING & AIR CONDITIONING,4/1/2020,4/1/2019,CAPITOL HEATING & AIR CONDITIONING,CAPITOL HEATING & AIR CONDITIONING,Corporation,20222-19,30,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4949519,,,80 central street,"Millville, MA 01529",Millville,MA,01529,5082820472,,,,,Capozzoli Water Management,3/15/2020,3/15/2019,Capozzoli Water Management,,LLC,49495-19,7,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3724018,,,PO BOX 200,"WAUSA, NE 68786",WAUSA,NE,68786,4025862282,,,,,CARLSON HOME & AUTO,7/1/2019,7/1/2018,CARLSON HOME & AUTO,CARLSON HOME & AUTO INC,S-Corporation,37240-18,9,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4520919,,,2905 W Denton Rd,"Lincoln, NE 68523",Lincoln,NE,68523,4028400282,,,,,Carlson Plumbing Solutions,3/1/2020,3/1/2019,Carlson Plumbing Solutions,DRT Inc,S-Corporation,45209-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3714618,,,14564 Grover Street,"Omaha, NE 68144",,,,,,,,,Carmody & Son's Services,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/2470019,,,5410 F STREET,"OMAHA, NE 68117",OMAHA,NE,68117,8664418538,,,,,CARRIER CORPORATION,3/1/2020,3/1/2019,CARRIER CORPORATION,CARRIER CORPORATION,Corporation,24700-19,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2566918,,,6556 S,184 STREET,OMAHA,NE,68135,4027403577,,,,,CARTER'S HEATING & COOLING,7/1/2019,7/1/2018,CARTER'S HEATING & COOLING,,S-Corporation,25669-18,19,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3361018,,,412 S 13th Street,"TEKAMAH, NE 68061",TEKAMAH,NE,68061,4023742000,,,,,CASS PLUMBING & HVAC LLC,10/15/2019,10/15/2018,CASS PLUMBING & HVAC LLC,,LLC,33610-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/7103218,,,3435 W Harry St,"Wichita, KS 67213",Wichita,KS,67213,3169450797,,,,,"Central Consolidated, Inc.",12/19/2019,12/19/2018,"Central Consolidated, Inc.",,S-Corporation,71032-18,125,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2842618,,,1511 N LINCOLN AVE,"YORK, NE 68467",YORK,NE,68467,4023627070,,,,,CENTRAL NEBRASKA REFRIGERATION INC,7/1/2019,7/1/2018,CENTRAL NEBRASKA REFRIGERATION INC,CENTRAL NEBRASKA REFRIGERATION INC,Corporation,28426-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9801918,,,213 E Dewey St,"Petersburg, NE 68652",Petersburg,NE,68652,4023865327,,,,,"Central Plains Satellite & Plumbing, LLC",6/1/2019,6/1/2018,"Central Plains Satellite & Plumbing, LLC",,Sole Proprietorship,98019-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/6605219,,,2607 23rd Avenue,"Central City, NE 68826",Central City,NE,68826,3083908535,,,,,Central Plumbing,1/11/2020,1/11/2019,Central Plumbing,Central Plumbing,LLC,66052-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/6798119,,,70318 J st,"Covington , LA 70433",Covington,LA,70433,9852648998,,,,,CF Breeze Construction,3/25/2020,3/25/2019,CF Breeze Construction,CF Breeze Construction,S-Corporation,67981-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4844518,,,16408 Olive Street,"Omaha, NE 68136",Omaha,NE,68136,4023069330,,,,,Chalco Mechanical LLC,8/15/2019,8/15/2018,Chalco Mechanical LLC,,LLC,48445-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2637718,,,10707 HANSEN AVENUE,"OMAHA, NE 68124",OMAHA,NE,68124,4025561016,,,,,"CHAMBERLIN PLUMBING, INC.",10/1/2019,10/1/2018,"CHAMBERLIN PLUMBING, INC.","CHAMBERLIN PLUMBING, INC.",S-Corporation,26377-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2175818,,,1126 NORTH 22ND STREET,"LINCOLN, NE 68503",LINCOLN,NE,68503,4024355126,,,,,CHAPMAN & SAVIDGE REFRIGERATION,9/15/2019,9/15/2018,CHAPMAN & SAVIDGE REFRIGERATION,CHAPMAN & SAVIDGE REFRIGERATION,Corporation,21758-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2884818,,,1400 E,8TH ST.,North Platte,NE,69101,3085341201,,,,,CHARLIES NORTH PLATTE PLUMBING INC,7/1/2019,7/1/2018,CHARLIES NORTH PLATTE PLUMBING INC,Charlies North Platte Plumbing Inc,Corporation,28848-18,15,Certificate on File
